CNAE,DESCRIÇÃO,SEÇÃO,DIVISÃO,GRUPO
4631,Comércio atacadista de leite e laticínios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo"
4632,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo"
4633,Comércio atacadista de hortifrutigranjeiros,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo"
4634,"Comércio atacadista de carnes, produtos da carne e pescado",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo"
4635,Comércio atacadista de bebidas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo"
4636,Comércio atacadista de produtos do fumo,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo"
4637,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo"
4639,Comércio atacadista de produtos alimentícios em geral,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo"
4641,"Comércio atacadista de tecidos, artefatos de tecidos e de armarinho",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de produtos de consumo não-alimentar
4642,Comércio atacadista de artigos do vestuário e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de produtos de consumo não-alimentar
4643,Comércio atacadista de calçados e artigos de viagem,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de produtos de consumo não-alimentar
4644,Comércio atacadista de produtos farmacêuticos para uso humano e veterinário,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de produtos de consumo não-alimentar
4645,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de produtos de consumo não-alimentar
4646,"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de produtos de consumo não-alimentar
4647,"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de produtos de consumo não-alimentar
4649,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de produtos de consumo não-alimentar
4651,"Comércio atacadista de computadores, periféricos e suprimentos de informática",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação
4652,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação
4661,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação"
4662,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação"
4663,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação"
4664,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação"
4665,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação"
4669,"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação"
4671,Comércio atacadista de madeira e produtos derivados,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção"
4672,Comércio atacadista de ferragens e ferramentas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção"
4673,Comércio atacadista de material elétrico,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção"
4674,Comércio atacadista de cimento,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção"
4679,Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção"
4681,"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista especializado em outros produtos
4682,Comércio atacadista de gás liqüefeito de petróleo (GLP),COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista especializado em outros produtos
4683,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista especializado em outros produtos
4684,"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista especializado em outros produtos
4685,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista especializado em outros produtos
4686,Comércio atacadista de papel e papelão em bruto e de embalagens,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista especializado em outros produtos
4687,Comércio atacadista de resíduos e sucatas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista especializado em outros produtos
4689,Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista especializado em outros produtos
4691,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista não-especializado
4692,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista não-especializado
4693,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Comércio atacadista não-especializado
4711,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista não-especializado
4712,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista não-especializado
4713,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista não-especializado
4721,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de produtos alimentícios, bebidas e fumo"
4722,Comércio varejista de carnes e pescados - açougues e peixarias,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de produtos alimentícios, bebidas e fumo"
4723,Comércio varejista de bebidas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de produtos alimentícios, bebidas e fumo"
4724,Comércio varejista de hortifrutigranjeiros,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de produtos alimentícios, bebidas e fumo"
4729,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de produtos alimentícios, bebidas e fumo"
4731,Comércio varejista de combustíveis para veículos automotores,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de combustíveis para veículos automotores
4732,Comércio varejista de lubrificantes,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de combustíveis para veículos automotores
4741,Comércio varejista de tintas e materiais para pintura,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de material de construção
4742,Comércio varejista de material elétrico,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de material de construção
4743,Comércio varejista de vidros,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de material de construção
4744,"Comércio varejista de ferragens, madeira e materiais de construção",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de material de construção
4751,Comércio varejista especializado de equipamentos e suprimentos de informática,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico
4752,Comércio varejista especializado de equipamentos de telefonia e comunicação,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico
4753,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico
4754,"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico
4755,"Comércio varejista especializado de tecidos e artigos de cama, mesa e banho",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico
4756,Comércio varejista especializado de instrumentos musicais e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico
4757,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico
4759,Comércio varejista de artigos de uso doméstico não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico
4761,"Comércio varejista de livros, jornais, revistas e papelaria",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de artigos culturais, recreativos e esportivos"
4762,"Comércio varejista de discos, CDs, DVDs e fitas",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de artigos culturais, recreativos e esportivos"
4763,Comércio varejista de artigos recreativos e esportivos,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de artigos culturais, recreativos e esportivos"
4771,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos"
4772,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos"
4773,Comércio varejista de artigos médicos e ortopédicos,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos"
4774,Comércio varejista de artigos de óptica,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos"
4781,Comércio varejista de artigos do vestuário e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados
4782,Comércio varejista de calçados e artigos de viagem,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados
4783,Comércio varejista de jóias e relógios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados
4784,Comércio varejista de gás liqüefeito de petróleo (GLP),COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados
4785,Comércio varejista de artigos usados,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados
4789,Comércio varejista de outros produtos novos não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados
4790,Comércio ambulante e outros tipos de comércio varejista,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,COMÉRCIO VAREJISTA,Comércio ambulante e outros tipos de comércio varejista
4911,Transporte ferroviário de carga,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE TERRESTRE,Transporte ferroviário e metroferroviário
4912,Transporte metroferroviário de passageiros,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE TERRESTRE,Transporte ferroviário e metroferroviário
4921,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana","TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE TERRESTRE,Transporte rodoviário de passageiros
4922,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional","TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE TERRESTRE,Transporte rodoviário de passageiros
4923,Transporte rodoviário de táxi,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE TERRESTRE,Transporte rodoviário de passageiros
4924,Transporte escolar,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE TERRESTRE,Transporte rodoviário de passageiros
4929,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente","TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE TERRESTRE,Transporte rodoviário de passageiros
4930,Transporte rodoviário de carga,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE TERRESTRE,Transporte rodoviário de carga
4940,Transporte dutoviário,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE TERRESTRE,Transporte dutoviário
4950,"Trens turísticos, teleféricos e similares","TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE TERRESTRE,"Trens turísticos, teleféricos e similares"
5011,Transporte marítimo de cabotagem,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AQUAVIÁRIO,Transporte marítimo de cabotagem e longo curso
5012,Transporte marítimo de longo curso,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AQUAVIÁRIO,Transporte marítimo de cabotagem e longo curso
5021,Transporte por navegação interior de carga,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AQUAVIÁRIO,Transporte por navegação interior
5022,Transporte por navegação interior de passageiros em linhas regulares,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AQUAVIÁRIO,Transporte por navegação interior
5030,Navegação de apoio,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AQUAVIÁRIO,Navegação de apoio
5091,Transporte por navegação de travessia,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AQUAVIÁRIO,Outros transportes aquaviários
5099,Transportes aquaviários não especificados anteriormente,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AQUAVIÁRIO,Outros transportes aquaviários
5111,Transporte aéreo de passageiros regular,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AÉREO,Transporte aéreo de passageiros
5112,Transporte aéreo de passageiros não-regular,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AÉREO,Transporte aéreo de passageiros
5120,Transporte aéreo de carga,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AÉREO,Transporte aéreo de carga
5130,Transporte espacial,"TRANSPORTE, ARMAZENAGEM E CORREIO",TRANSPORTE AÉREO,Transporte espacial
5211,Armazenamento,"TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,"Armazenamento, carga e descarga"
5212,Carga e descarga,"TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,"Armazenamento, carga e descarga"
5221,"Concessionárias de rodovias, pontes, túneis e serviços relacionados","TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,"Armazenamento, carga e descarga"
5222,Terminais rodoviários e ferroviários,"TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,Atividades auxiliares dos transportes terrestres
5223,Estacionamento de veículos,"TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,Atividades auxiliares dos transportes terrestres
5229,Atividades auxiliares dos transportes terrestres não especificadas anteriormente,"TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,Atividades auxiliares dos transportes terrestres
5231,Gestão de portos e terminais,"TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,Atividades auxiliares dos transportes aquaviários
5232,Atividades de agenciamento marítimo,"TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,Atividades auxiliares dos transportes aquaviários
5239,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,"TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,Atividades auxiliares dos transportes aquaviários
5240,Atividades auxiliares dos transportes aéreos,"TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,Atividades auxiliares dos transportes aéreos
5250,Atividades relacionadas à organização do transporte de carga,"TRANSPORTE, ARMAZENAGEM E CORREIO",ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,Atividades relacionadas à organização do transporte de carga
5310,Atividades de Correio,"TRANSPORTE, ARMAZENAGEM E CORREIO",CORREIO E OUTRAS ATIVIDADES DE ENTREGA,Atividades de Correio
5320,Atividades de malote e de entrega,"TRANSPORTE, ARMAZENAGEM E CORREIO",CORREIO E OUTRAS ATIVIDADES DE ENTREGA,Atividades de malote e de entrega
